"","doy","t","temp","seas","thresh","X5Ev"
"502",138,1983-05-17,17.1,20.2644,23.5461,0
"503",139,1983-05-18,17.61,20.4443,23.7201,0
"504",140,1983-05-19,18.02,20.6264,23.8924,0
"505",141,1983-05-20,18.02,20.8096,24.0728,0
"506",142,1983-05-21,18.84,20.991,24.2427,0
"507",143,1983-05-22,19.66,21.1689,24.4173,0
"508",144,1983-05-23,20.47,21.3426,24.5876,0
"509",145,1983-05-24,21.19,21.5142,24.7548,0
"510",146,1983-05-25,19.86,21.6873,24.9236,0
"511",147,1983-05-26,20.37,21.8602,25.094,0
"512",148,1983-05-27,20.17,22.0319,25.2609,0
"513",149,1983-05-28,20.78,22.2011,25.4295,0
"514",150,1983-05-29,21.4,22.3695,25.6025,0
"515",151,1983-05-30,22.01,22.5376,25.7773,0
"516",152,1983-05-31,22.62,22.7064,25.9525,0
"517",153,1983-06-01,22.21,22.8766,26.1302,0
"518",154,1983-06-02,19.25,23.0476,26.2985,0
"519",155,1983-06-03,21.91,23.2198,26.4651,0
"520",156,1983-06-04,22.59,23.3916,26.626,0
"521",157,1983-06-05,23.27,23.5615,26.7773,0
"522",158,1983-06-06,23.95,23.7317,26.9273,0
"523",159,1983-06-07,24.87,23.9032,27.0724,0
"524",160,1983-06-08,24.05,24.0759,27.2134,0
"525",161,1983-06-09,23.03,24.2477,27.3438,0
"526",162,1983-06-10,21.19,24.4164,27.4598,0
"527",163,1983-06-11,22.28,24.5795,27.5645,0
"528",164,1983-06-12,23.37,24.7359,27.6605,0
"529",165,1983-06-13,24.46,24.8861,27.7494,0
"530",166,1983-06-14,26.51,25.0319,27.8335,0
"531",167,1983-06-15,27.02,25.1744,27.9174,0
"532",168,1983-06-16,27.53,25.316,28.0045,0
"533",169,1983-06-17,27.74,25.4559,28.0974,0
"534",170,1983-06-18,27.57,25.5936,28.1961,0
"535",171,1983-06-19,27.4,25.7273,28.2965,0
"536",172,1983-06-20,27.23,25.8563,28.3893,0
"537",173,1983-06-21,26.31,25.9813,28.4834,0
"538",174,1983-06-22,24.98,26.1027,28.5679,0
"539",175,1983-06-23,24.77,26.2216,28.6518,0
"540",176,1983-06-24,25.79,26.3383,28.7346,0
"541",177,1983-06-25,26.37,26.4523,28.8157,0
"542",178,1983-06-26,26.95,26.563,28.8904,0
"543",179,1983-06-27,27.53,26.6678,28.9626,0
"544",180,1983-06-28,28.04,26.7672,29.0271,0
"545",181,1983-06-29,27.63,26.8619,29.086,0
"546",182,1983-06-30,24.26,26.9528,29.1449,0
"547",183,1983-07-01,25.9,27.0414,29.2005,0
"548",184,1983-07-02,26.82,27.1281,29.2537,0
"549",185,1983-07-03,27.74,27.213,29.3084,0
"550",186,1983-07-04,28.66,27.296,29.3612,0
"551",187,1983-07-05,29.58,27.3757,29.4129,0
"552",188,1983-07-06,28.45,27.4499,29.4668,0
"553",189,1983-07-07,26.61,27.5184,29.5229,0
"554",190,1983-07-08,25.59,27.582,29.5798,0
"555",191,1983-07-09,25.49,27.6402,29.6326,0
"556",192,1983-07-10,25.38,27.6927,29.6831,0
"557",193,1983-07-11,25.28,27.7402,29.7347,0
"558",194,1983-07-12,25.79,27.7829,29.786,0
"559",195,1983-07-13,27.74,27.8206,29.8372,0
"560",196,1983-07-14,28.76,27.8548,29.8848,0
"561",197,1983-07-15,28.76,27.8865,29.9292,0
"562",198,1983-07-16,29.27,27.9169,29.9714,0
"563",199,1983-07-17,29.78,27.9444,30.0087,0
"564",200,1983-07-18,30.29,27.9678,30.0383,0
"565",201,1983-07-19,30.6,27.9858,30.0626,0
"566",202,1983-07-20,29.37,27.9986,30.0835,0
"567",203,1983-07-21,30.09,28.0071,30.1031,0
"568",204,1983-07-22,28.86,28.0115,30.1195,0
"569",205,1983-07-23,28.49,28.0125,30.1343,0
"570",206,1983-07-24,28.11,28.0114,30.1425,0
"571",207,1983-07-25,27.74,28.0066,30.1494,0
"572",208,1983-07-26,27.74,27.9965,30.1491,0
"573",209,1983-07-27,27.84,27.9814,30.1397,0
"574",210,1983-07-28,27.53,27.964,30.1236,0
"575",211,1983-07-29,27.84,27.946,30.1066,0
"576",212,1983-07-30,28.35,27.9273,30.0879,0
"577",213,1983-07-31,28.86,27.9065,30.0648,0
"578",214,1983-08-01,29.37,27.883,30.0394,0
"579",215,1983-08-02,28.76,27.856,30.011,0
"580",216,1983-08-03,28.56,27.8249,29.9775,0
"581",217,1983-08-04,27.53,27.7882,29.9411,0
"582",218,1983-08-05,27.53,27.7479,29.9016,0
"583",219,1983-08-06,27.74,27.7059,29.8585,0
"584",220,1983-08-07,27.94,27.6622,29.8121,0
"585",221,1983-08-08,28.15,27.6167,29.7584,0
"586",222,1983-08-09,28.56,27.57,29.7023,0
"587",223,1983-08-10,28.25,27.5237,29.6463,0
"588",224,1983-08-11,28.35,27.4778,29.586,0
"589",225,1983-08-12,28.66,27.431,29.5214,0
"590",226,1983-08-13,26.61,27.3837,29.4557,0
"591",227,1983-08-14,24.57,27.3348,29.3924,0
"592",228,1983-08-15,22.52,27.2835,29.333,0
"593",229,1983-08-16,23.75,27.2285,29.274,0
"594",230,1983-08-17,25.08,27.1694,29.2139,0
"595",231,1983-08-18,26,27.1069,29.1556,0
"596",232,1983-08-19,27.02,27.0421,29.0931,0
"597",233,1983-08-20,27.29,26.9747,29.027,0
"598",234,1983-08-21,27.57,26.9039,28.957,0
"599",235,1983-08-22,27.84,26.8306,28.8829,0
"600",236,1983-08-23,28.25,26.7548,28.8075,0
"601",237,1983-08-24,27.02,26.676,28.7297,0
"602",238,1983-08-25,25.9,26.5965,28.6496,0
"603",239,1983-08-26,25.49,26.5178,28.568,0
"604",240,1983-08-27,26.31,26.4389,28.4884,0
"605",241,1983-08-28,27.12,26.3571,28.4114,0
"606",242,1983-08-29,27.94,26.2708,28.3342,0
"607",243,1983-08-30,27.02,26.1795,28.2549,0
"608",244,1983-08-31,27.33,26.0833,28.1719,0
"609",245,1983-09-01,27.53,25.9823,28.0858,0
"610",246,1983-09-02,26.82,25.8775,27.9952,0
"611",247,1983-09-03,27.23,25.7696,27.9069,0
"612",248,1983-09-04,27.63,25.6585,27.8143,0
"613",249,1983-09-05,28.04,25.5425,27.7208,0
"614",250,1983-09-06,28.76,25.4208,27.623,0
"615",251,1983-09-07,29.07,25.2953,27.5164,0
"616",252,1983-09-08,28.66,25.1678,27.4077,0
"617",253,1983-09-09,27.12,25.0387,27.3005,0
"618",254,1983-09-10,27.6,24.9054,27.187,0
"619",255,1983-09-11,28.08,24.767,27.0722,0
"620",256,1983-09-12,28.56,24.6236,26.9556,0
"621",257,1983-09-13,28.56,24.4754,26.834,0
"622",258,1983-09-14,25.28,24.3235,26.7079,0
"623",259,1983-09-15,21.6,24.1692,26.5764,0
"624",260,1983-09-16,20.68,24.012,26.4447,0
"625",261,1983-09-17,21.8,23.8522,26.3147,0
"626",262,1983-09-18,22.93,23.6888,26.1848,0
"627",263,1983-09-19,24.05,23.5205,26.0532,0
"628",264,1983-09-20,25.18,23.3478,25.9234,0
"629",265,1983-09-21,25.59,23.1723,25.7953,0
"630",266,1983-09-22,22.93,22.9946,25.6699,0
"631",267,1983-09-23,20.17,22.8152,25.5424,0
"632",268,1983-09-24,19.79,22.6339,25.4124,0
"633",269,1983-09-25,19.42,22.4488,25.2722,0
"634",270,1983-09-26,19.04,22.2588,25.1187,0
"635",271,1983-09-27,19.35,22.066,24.9453,0
"636",272,1983-09-28,20.17,21.8713,24.7726,0
"637",273,1983-09-29,18.33,21.675,24.5972,0
"638",274,1983-09-30,19.14,21.4787,24.4213,0
"639",275,1983-10-01,19.59,21.2822,24.245,0
"640",276,1983-10-02,20.03,21.0847,24.0694,0
"641",277,1983-10-03,20.47,20.8849,23.8938,0
"642",278,1983-10-04,21.4,20.683,23.717,0
"643",279,1983-10-05,22.42,20.4805,23.5344,0
"644",280,1983-10-06,23.13,20.2781,23.3387,0
"645",281,1983-10-07,21.4,20.0768,23.1454,0
"646",282,1983-10-08,21.05,19.8746,22.9602,0
"647",283,1983-10-09,20.71,19.6677,22.7663,0
"648",284,1983-10-10,20.37,19.4553,22.5638,0
"649",285,1983-10-11,18.84,19.2395,22.3607,0
"650",286,1983-10-12,20.27,19.0234,22.155,0
"651",287,1983-10-13,21.7,18.8089,21.9497,0
"652",288,1983-10-14,22.62,18.5964,21.7493,0
"653",289,1983-10-15,21.19,18.3837,21.5495,0
"654",290,1983-10-16,19.76,18.169,21.3423,0
"655",291,1983-10-17,18.33,17.9528,21.1343,0
"656",292,1983-10-18,19.35,17.7348,20.9249,0
"657",293,1983-10-19,19.66,17.516,20.7114,0
"658",294,1983-10-20,18.94,17.3002,20.4958,0
"659",295,1983-10-21,16.38,17.0892,20.2792,0
"660",296,1983-10-22,16.66,16.88,20.0615,0
"661",297,1983-10-23,16.93,16.6694,19.832,0
"662",298,1983-10-24,17.2,16.4568,19.5933,0
"663",299,1983-10-25,17.3,16.2415,19.3507,0
"664",300,1983-10-26,15.77,16.0265,19.1181,0
"665",301,1983-10-27,14.64,15.8131,18.9042,0
"666",302,1983-10-28,12.6,15.6004,18.714,0
"667",303,1983-10-29,12.16,15.3883,18.5198,0
"668",304,1983-10-30,11.71,15.1774,18.3224,0
"669",305,1983-10-31,11.27,14.9666,18.1223,0
"670",306,1983-11-01,11.98,14.7565,17.9127,0
"671",307,1983-11-02,13.72,14.5487,17.7052,0
"672",308,1983-11-03,14.75,14.344,17.5037,0
"673",309,1983-11-04,15.16,14.1418,17.2977,0
"674",310,1983-11-05,13.66,13.9428,17.1032,0
"675",311,1983-11-06,12.16,13.7469,16.9218,0
"676",312,1983-11-07,10.65,13.5535,16.7422,0
"677",313,1983-11-08,10.96,13.363,16.5608,0
"678",314,1983-11-09,12.19,13.1783,16.3956,0
"679",315,1983-11-10,14.23,12.9994,16.2363,0
"680",316,1983-11-11,15.05,12.8252,16.0789,0
"681",317,1983-11-12,13.25,12.6525,15.9269,0
"682",318,1983-11-13,11.44,12.48,15.7762,0
"683",319,1983-11-14,9.63,12.3077,15.6211,0
"684",320,1983-11-15,9.22,12.1363,15.4594,0
"685",321,1983-11-16,10.96,11.9662,15.3066,0
"686",322,1983-11-17,10.14,11.7965,15.1546,0
"687",323,1983-11-18,8.81,11.6255,15.0009,0
"688",324,1983-11-19,10.14,11.4545,14.8449,0
"689",325,1983-11-20,11.47,11.2817,14.6935,0
"690",326,1983-11-21,12.8,11.1065,14.5396,0
"691",327,1983-11-22,12.19,10.9302,14.3814,0
"692",328,1983-11-23,12.6,10.7557,14.2314,0
"693",329,1983-11-24,12.37,10.5838,14.0846,0
"694",330,1983-11-25,12.15,10.4155,13.9445,0
"695",331,1983-11-26,11.92,10.2496,13.806,0
"696",332,1983-11-27,11.7,10.0848,13.6679,0
"697",333,1983-11-28,11.47,9.9213,13.5156,0
"698",334,1983-11-29,12.7,9.7608,13.3599,0
"699",335,1983-11-30,10.76,9.6018,13.2046,0
"700",336,1983-12-01,10.14,9.4434,13.0546,0
"701",337,1983-12-02,8.71,9.2865,12.9072,0
"702",338,1983-12-03,9.19,9.1319,12.761,0
"703",339,1983-12-04,9.67,8.9805,12.6149,0
"704",340,1983-12-05,10.14,8.8322,12.4736,0
"705",341,1983-12-06,10.65,8.6849,12.3315,0
"706",342,1983-12-07,9.33,8.5388,12.1905,0
"707",343,1983-12-08,6.87,8.3956,12.0514,0
"708",344,1983-12-09,6.36,8.2551,11.9139,0
"709",345,1983-12-10,7.59,8.1163,11.7759,0
"710",346,1983-12-11,8.81,7.9802,11.6431,0
"711",347,1983-12-12,10.04,7.8476,11.5173,0
"712",348,1983-12-13,11.68,7.7193,11.3912,0
"713",349,1983-12-14,10.65,7.5941,11.2689,0
"714",350,1983-12-15,11.88,7.4708,11.152,0
"715",351,1983-12-16,9.84,7.3496,11.0463,0
"716",352,1983-12-17,9.29,7.2318,10.9447,0
"717",353,1983-12-18,8.75,7.119,10.8438,0
"718",354,1983-12-19,8.2,7.0125,10.7459,0
"719",355,1983-12-20,6.15,6.9116,10.6552,0
"720",356,1983-12-21,4.01,6.8156,10.5678,0
"721",357,1983-12-22,6.77,6.7238,10.4795,0
"722",358,1983-12-23,6.05,6.6371,10.3959,0
"723",359,1983-12-24,5.28,6.5553,10.3151,0
"724",360,1983-12-25,4.5,6.4788,10.2468,0
"725",361,1983-12-26,3.73,6.4067,10.1791,0
"726",362,1983-12-27,2.95,6.3381,10.113,0
"727",363,1983-12-28,2.18,6.2717,10.0359,0
"728",364,1983-12-29,1.4,6.2073,9.9708,0
"729",365,1983-12-30,0.63,6.1436,9.912,0
"730",366,1983-12-31,0.66,6.0814,9.8597,0
"731",1,1984-01-01,0.7,6.0213,9.8011,0
"732",2,1984-01-02,0.7,5.9619,9.754,0
"733",3,1984-01-03,0.7,5.9009,9.7066,0
"734",4,1984-01-04,0.9,5.8374,9.6579,0
"735",5,1984-01-05,2.5,5.7714,9.6088,0
"736",6,1984-01-06,2.9,5.7045,9.5577,0
"737",7,1984-01-07,2.7,5.6374,9.5112,0
"738",8,1984-01-08,2.6,5.5699,9.4651,0
"739",9,1984-01-09,2.5,5.502,9.4208,0
"740",10,1984-01-10,3.6,5.4345,9.3773,0
"741",11,1984-01-11,3.9,5.3679,9.3366,0
"742",12,1984-01-12,0.5,5.3027,9.2992,0
"743",13,1984-01-13,0.7,5.2419,9.2635,0
"744",14,1984-01-14,0.9,5.1875,9.2345,0
"745",15,1984-01-15,1,5.1398,9.2087,0
"746",16,1984-01-16,1.1,5.0977,9.1791,0
"747",17,1984-01-17,0.9,5.0599,9.1451,0
"748",18,1984-01-18,1.9,5.0258,9.1079,0
"749",19,1984-01-19,2,4.9966,9.0707,0
"750",20,1984-01-20,-0.4,4.973,9.0358,0
"751",21,1984-01-21,-0.5,4.9544,9.0038,0
"752",22,1984-01-22,-0.5,4.9391,8.9754,0
"753",23,1984-01-23,-0.6,4.9265,8.9499,0
"754",24,1984-01-24,0.3,4.9139,8.9199,0
"755",25,1984-01-25,3.2,4.8999,8.8824,0
"756",26,1984-01-26,3.1,4.8851,8.8452,0
"757",27,1984-01-27,4.5,4.872,8.8028,0
"758",28,1984-01-28,4.2,4.8633,8.7773,0
"759",29,1984-01-29,3.8,4.8586,8.7576,0
"760",30,1984-01-30,3.5,4.8581,8.7475,0
"761",31,1984-01-31,4,4.8622,8.7375,0
"762",32,1984-02-01,1.9,4.8726,8.7415,0
"763",33,1984-02-02,1.8,4.8924,8.7525,0
"764",34,1984-02-03,5.8,4.9223,8.7727,0
"765",35,1984-02-04,5.4,4.9625,8.8017,0
"766",36,1984-02-05,5,5.0122,8.8341,0
"767",37,1984-02-06,4.6,5.0696,8.8699,0
"768",38,1984-02-07,3.1,5.1328,8.9063,0
"769",39,1984-02-08,1.9,5.201,8.9503,0
"770",40,1984-02-09,1.9,5.274,8.9925,0
"771",41,1984-02-10,3.5,5.3505,9.0341,0
"772",42,1984-02-11,4.8,5.4305,9.0845,0
"773",43,1984-02-12,6.1,5.5118,9.1323,0
"774",44,1984-02-13,7.4,5.5905,9.1835,0
"775",45,1984-02-14,9.9,5.6664,9.2309,0
"776",46,1984-02-15,9.5,5.7408,9.2794,0
"777",47,1984-02-16,9.4,5.8161,9.3361,0
"778",48,1984-02-17,8.8,5.8954,9.4032,0
"779",49,1984-02-18,9.5,5.979,9.4767,0
"780",50,1984-02-19,10.2,6.0658,9.5594,0
"781",51,1984-02-20,10.9,6.1568,9.6482,0
"782",52,1984-02-21,9.8,6.2525,9.7369,0
"783",53,1984-02-22,9.1,6.3542,9.8334,0
"784",54,1984-02-23,9.3,6.4623,9.9337,0
"785",55,1984-02-24,9.3,6.5795,10.0538,0
"786",56,1984-02-25,8.7,6.7067,10.1928,0
"787",57,1984-02-26,8,6.842,10.3477,0
"788",58,1984-02-27,7.4,6.9817,10.5159,0
"789",59,1984-02-28,8,7.1233,10.6843,0
"790",60,1984-02-29,7.5,7.2665,10.8546,0
"791",61,1984-03-01,5,7.4115,11.0181,0
"792",62,1984-03-02,4.7,7.5576,11.189,0
"793",63,1984-03-03,5.4,7.704,11.3502,0
"794",64,1984-03-04,6.1,7.8476,11.5052,0
"795",65,1984-03-05,6.8,7.9885,11.6533,0
"796",66,1984-03-06,8.9,8.126,11.795,0
"797",67,1984-03-07,7.3,8.2612,11.936,0
"798",68,1984-03-08,7.1,8.3979,12.0772,0
"799",69,1984-03-09,6.8,8.539,12.2196,0
"800",70,1984-03-10,6.3,8.6832,12.3589,0
"801",71,1984-03-11,5.8,8.8316,12.507,0
"802",72,1984-03-12,5.3,8.9842,12.6572,0
"803",73,1984-03-13,5.8,9.1412,12.8028,0
"804",74,1984-03-14,6.4,9.3031,12.9569,0
"805",75,1984-03-15,7,9.4715,13.1131,0
"806",76,1984-03-16,8.1,9.6452,13.2698,0
"807",77,1984-03-17,8.1,9.8222,13.4245,0
"808",78,1984-03-18,8.1,10.0014,13.5852,0
"809",79,1984-03-19,8.1,10.1795,13.7394,0
"810",80,1984-03-20,8.5,10.3563,13.9018,0
"811",81,1984-03-21,10,10.5331,14.0602,0
"812",82,1984-03-22,11,10.7089,14.2141,0
"813",83,1984-03-23,11.7,10.8835,14.3766,0
"814",84,1984-03-24,11.4,11.0559,14.5345,0
"815",85,1984-03-25,11.1,11.2245,14.6995,0
"816",86,1984-03-26,10.9,11.3884,14.8566,0
"817",87,1984-03-27,10,11.5488,15.0043,0
"818",88,1984-03-28,11.3,11.7091,15.1545,0
"819",89,1984-03-29,10.3,11.8693,15.3095,0
"820",90,1984-03-30,8,12.0308,15.4585,0
"821",91,1984-03-31,8.3,12.1943,15.6099,0
"822",92,1984-04-01,8.6,12.3604,15.7625,0
"823",93,1984-04-02,8.9,12.5287,15.9123,0
"824",94,1984-04-03,10.9,12.6979,16.0677,0
"825",95,1984-04-04,11.2,12.869,16.2253,0
"826",96,1984-04-05,12.4,13.0438,16.386,0
"827",97,1984-04-06,13,13.2223,16.5527,0
"828",98,1984-04-07,12.3,13.4043,16.7245,0
"829",99,1984-04-08,11.6,13.5859,16.8968,0
"830",100,1984-04-09,10.9,13.7649,17.0704,0
"831",101,1984-04-10,9.9,13.9414,17.2455,0
"832",102,1984-04-11,11,14.1148,17.4184,0
"833",103,1984-04-12,11.7,14.2856,17.5934,0
"834",104,1984-04-13,12.9,14.4541,17.7742,0
"835",105,1984-04-14,13.2,14.621,17.9543,0
"836",106,1984-04-15,13.5,14.7856,18.1308,0
"837",107,1984-04-16,13.8,14.9473,18.3055,0
"838",108,1984-04-17,14.6,15.1081,18.4823,0
"839",109,1984-04-18,15.6,15.2684,18.6515,0
"840",110,1984-04-19,16.8,15.4306,18.8206,0
"841",111,1984-04-20,15.3,15.5963,18.9901,0
"842",112,1984-04-21,14.2,15.7656,19.1611,0
"843",113,1984-04-22,13.1,15.9379,19.3378,0
"844",114,1984-04-23,12.1,16.1108,19.5075,0
"845",115,1984-04-24,13.6,16.283,19.68,0
"846",116,1984-04-25,17.1,16.4571,19.8464,0
"847",117,1984-04-26,18.4,16.6356,20.0149,0
"848",118,1984-04-27,16.8,16.8179,20.1844,0
"849",119,1984-04-28,16.5,16.9994,20.3413,0
"850",120,1984-04-29,16.1,17.1802,20.4866,0
"851",121,1984-04-30,15.8,17.3582,20.6351,0
"852",122,1984-05-01,17,17.533,20.7789,0
"853",123,1984-05-02,17.3,17.7044,20.9309,0
"854",124,1984-05-03,18,17.8725,21.0838,0
"855",125,1984-05-04,18.5,18.04,21.2405,0
"856",126,1984-05-05,18.2,18.2095,21.4041,0
"857",127,1984-05-06,17.9,18.3775,21.5653,0
"858",128,1984-05-07,17.6,18.5419,21.7265,0
"859",129,1984-05-08,19.1,18.7034,21.8887,0
"860",130,1984-05-09,19.3,18.8654,22.061,0
"861",131,1984-05-10,17.7,19.0297,22.243,0
"862",132,1984-05-11,17.4,19.1987,22.4302,0
"863",133,1984-05-12,18.1,19.3728,22.6215,0
"864",134,1984-05-13,18.7,19.5508,22.8175,0
"865",135,1984-05-14,19.3,19.7297,23.0056,0
"866",136,1984-05-15,17.6,19.9083,23.1873,0
"867",137,1984-05-16,16.3,20.0858,23.3671,0
"868",138,1984-05-17,14.3,20.2644,23.5461,0
"869",139,1984-05-18,15.4,20.4443,23.7201,0
"870",140,1984-05-19,17.8,20.6264,23.8924,0
"871",141,1984-05-20,20.2,20.8096,24.0728,0
"872",142,1984-05-21,22.6,20.991,24.2427,0
"873",143,1984-05-22,24,21.1689,24.4173,0
"874",144,1984-05-23,24.5,21.3426,24.5876,0
"875",145,1984-05-24,22.8,21.5142,24.7548,0
"876",146,1984-05-25,22.9,21.6873,24.9236,0
"877",147,1984-05-26,22.8,21.8602,25.094,0
"878",148,1984-05-27,22.7,22.0319,25.2609,0
"879",149,1984-05-28,22.5,22.2011,25.4295,0
"880",150,1984-05-29,22.9,22.3695,25.6025,0
"881",151,1984-05-30,22.8,22.5376,25.7773,0
"882",152,1984-05-31,17.3,22.7064,25.9525,0
"883",153,1984-06-01,17.3,22.8766,26.1302,0
"884",154,1984-06-02,18.5,23.0476,26.2985,0
"885",155,1984-06-03,19.7,23.2198,26.4651,0
"886",156,1984-06-04,20.9,23.3916,26.626,0
"887",157,1984-06-05,22.2,23.5615,26.7773,0
"888",158,1984-06-06,23.2,23.7317,26.9273,0
"889",159,1984-06-07,25.5,23.9032,27.0724,0
"890",160,1984-06-08,26.6,24.0759,27.2134,0
"891",161,1984-06-09,26.6,24.2477,27.3438,0
"892",162,1984-06-10,26.5,24.4164,27.4598,0
"893",163,1984-06-11,26.5,24.5795,27.5645,0
"894",164,1984-06-12,26.7,24.7359,27.6605,0
"895",165,1984-06-13,26.6,24.8861,27.7494,0
"896",166,1984-06-14,26.8,25.0319,27.8335,0
"897",167,1984-06-15,26.8,25.1744,27.9174,0
"898",168,1984-06-16,25.7,25.316,28.0045,0
"899",169,1984-06-17,24.6,25.4559,28.0974,0
"900",170,1984-06-18,23.4,25.5936,28.1961,0
"901",171,1984-06-19,25.6,25.7273,28.2965,0
"902",172,1984-06-20,27.2,25.8563,28.3893,0
"903",173,1984-06-21,26.4,25.9813,28.4834,0
"904",174,1984-06-22,25.6,26.1027,28.5679,0
"905",175,1984-06-23,25.6,26.2216,28.6518,0
"906",176,1984-06-24,25.5,26.3383,28.7346,0
"907",177,1984-06-25,25.5,26.4523,28.8157,0
"908",178,1984-06-26,24.7,26.563,28.8904,0
"909",179,1984-06-27,24.7,26.6678,28.9626,0
"910",180,1984-06-28,24.9,26.7672,29.0271,0
"911",181,1984-06-29,24.5,26.8619,29.086,0
"912",182,1984-06-30,25.3,26.9528,29.1449,0
"913",183,1984-07-01,26.2,27.0414,29.2005,0
"914",184,1984-07-02,27,27.1281,29.2537,0
"915",185,1984-07-03,27.2,27.213,29.3084,0
"916",186,1984-07-04,27.2,27.296,29.3612,0
"917",187,1984-07-05,27.2,27.3757,29.4129,0
"918",188,1984-07-06,26.6,27.4499,29.4668,0
"919",189,1984-07-07,25.5,27.5184,29.5229,0
"920",190,1984-07-08,24.4,27.582,29.5798,0
"921",191,1984-07-09,23.2,27.6402,29.6326,0
"922",192,1984-07-10,23.5,27.6927,29.6831,0
"923",193,1984-07-11,23.3,27.7402,29.7347,0
"924",194,1984-07-12,26.1,27.7829,29.786,0
"925",195,1984-07-13,26.4,27.8206,29.8372,0
"926",196,1984-07-14,26.8,27.8548,29.8848,0
"927",197,1984-07-15,27.2,27.8865,29.9292,0
"928",198,1984-07-16,27.5,27.9169,29.9714,0
"929",199,1984-07-17,26.9,27.9444,30.0087,0
"930",200,1984-07-18,26.2,27.9678,30.0383,0
"931",201,1984-07-19,24.7,27.9858,30.0626,0
"932",202,1984-07-20,25.9,27.9986,30.0835,0
"933",203,1984-07-21,26.1,28.0071,30.1031,0
"934",204,1984-07-22,26.3,28.0115,30.1195,0
"935",205,1984-07-23,26.5,28.0125,30.1343,0
"936",206,1984-07-24,27.7,28.0114,30.1425,0
"937",207,1984-07-25,27.8,28.0066,30.1494,0
"938",208,1984-07-26,26.9,27.9965,30.1491,0
"939",209,1984-07-27,25.2,27.9814,30.1397,0
"940",210,1984-07-28,24.3,27.964,30.1236,0
"941",211,1984-07-29,23.5,27.946,30.1066,0
"942",212,1984-07-30,22.6,27.9273,30.0879,0
"943",213,1984-07-31,22.9,27.9065,30.0648,0
"944",214,1984-08-01,24.5,27.883,30.0394,0
"945",215,1984-08-02,26.6,27.856,30.011,0
"946",216,1984-08-03,27.8,27.8249,29.9775,0
"947",217,1984-08-04,28,27.7882,29.9411,0
"948",218,1984-08-05,28.2,27.7479,29.9016,0
"949",219,1984-08-06,28.4,27.7059,29.8585,0
"950",220,1984-08-07,28.7,27.6622,29.8121,0
"951",221,1984-08-08,29.4,27.6167,29.7584,0
"952",222,1984-08-09,29.3,27.57,29.7023,0
"953",223,1984-08-10,29.3,27.5237,29.6463,0
"954",224,1984-08-11,29.3,27.4778,29.586,0
"955",225,1984-08-12,29.4,27.431,29.5214,0
"956",226,1984-08-13,29.5,27.3837,29.4557,0
"957",227,1984-08-14,29.6,27.3348,29.3924,0
"958",228,1984-08-15,29.3,27.2835,29.333,0
"959",229,1984-08-16,29.2,27.2285,29.274,0
"960",230,1984-08-17,29.2,27.1694,29.2139,0
"961",231,1984-08-18,28.6,27.1069,29.1556,0
"962",232,1984-08-19,27.9,27.0421,29.0931,0
"963",233,1984-08-20,27.3,26.9747,29.027,0
"964",234,1984-08-21,25.4,26.9039,28.957,0
"965",235,1984-08-22,25.5,26.8306,28.8829,0
"966",236,1984-08-23,26.8,26.7548,28.8075,0
"967",237,1984-08-24,26.3,26.676,28.7297,0
"968",238,1984-08-25,25.8,26.5965,28.6496,0
"969",239,1984-08-26,25.4,26.5178,28.568,0
"970",240,1984-08-27,24.9,26.4389,28.4884,0
"971",241,1984-08-28,24.9,26.3571,28.4114,0
"972",242,1984-08-29,24.9,26.2708,28.3342,0
"973",243,1984-08-30,25.8,26.1795,28.2549,0
"974",244,1984-08-31,27,26.0833,28.1719,0
"975",245,1984-09-01,27.1,25.9823,28.0858,0
"976",246,1984-09-02,27.3,25.8775,27.9952,0
"977",247,1984-09-03,27.4,25.7696,27.9069,0
"978",248,1984-09-04,27.5,25.6585,27.8143,0
"979",249,1984-09-05,24.3,25.5425,27.7208,0
"980",250,1984-09-06,22.9,25.4208,27.623,0
"981",251,1984-09-07,21.5,25.2953,27.5164,0
"982",252,1984-09-08,22.1,25.1678,27.4077,0
"983",253,1984-09-09,22.7,25.0387,27.3005,0
"984",254,1984-09-10,23.2,24.9054,27.187,0
"985",255,1984-09-11,23.5,24.767,27.0722,0
"986",256,1984-09-12,25.6,24.6236,26.9556,0
"987",257,1984-09-13,25,24.4754,26.834,0
"988",258,1984-09-14,25.7,24.3235,26.7079,0
"989",259,1984-09-15,23.6,24.1692,26.5764,0
"990",260,1984-09-16,21.6,24.012,26.4447,0
"991",261,1984-09-17,19.6,23.8522,26.3147,0
"992",262,1984-09-18,18.8,23.6888,26.1848,0
"993",263,1984-09-19,18.5,23.5205,26.0532,0
"994",264,1984-09-20,19.9,23.3478,25.9234,0
"995",265,1984-09-21,21.4,23.1723,25.7953,0
"996",266,1984-09-22,21.9,22.9946,25.6699,0
"997",267,1984-09-23,22.4,22.8152,25.5424,0
"998",268,1984-09-24,22.9,22.6339,25.4124,0
"999",269,1984-09-25,24.2,22.4488,25.2722,0
"1000",270,1984-09-26,24.8,22.2588,25.1187,0
"1001",271,1984-09-27,21.3,22.066,24.9453,0
"1002",272,1984-09-28,18.7,21.8713,24.7726,0
"1003",273,1984-09-29,18.6,21.675,24.5972,0
"1004",274,1984-09-30,18.5,21.4787,24.4213,0
"1005",275,1984-10-01,18.3,21.2822,24.245,0
